Research rank,Callable rank,Existing cockpit record,Business,Category,City / service area,State,Phone,Email,Paid channel(s),Paid-signal confidence,Paid evidence,Platform response / demand,Recommended first conversation,Why this angle,Google profile status,Google rating,Google reviews,Google Maps,Google search,Website status,Website,Platform profile(s),Evidence page(s),Observed,Cockpit lead ID,Match method,Possible existing IDs,Status,Notes
31,31,Existing cockpit record · enriched in place,Swiftly Garage Doors,Garage door service,Phoenix,AZ,(623) 216-7185,justin@garagedoorinfospot.com,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 8 hrs · 13 recent quote requests,Lead recovery,"Angi shows the company is already acquiring leads. Its basic website/Google presence is established, so qualify what happens when a paid call or form is missed.",Current Google profile matched,4.9,407,https://maps.google.com/?cid=5077193035886361185&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.google.com/maps/search/?api=1&query=Swiftly%20Garage%20Doors%20Arizona,Basic website checks pass,https://swiftlygaragedoors.com/,,https://www.angi.com/companylist/us/az/phoenix/garage-doors.htm,2026-07-22,phone-6232167185,Exact phone/place/domain/name + service-area match,,,
32,32,Existing cockpit record · enriched in place,GOGO Garage Door Service,Garage door service,Apache Junction,AZ,(480) 779-7774,office@gogogarageservice.com,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 30 mins · 13 recent quote requests,Lead recovery,"Angi shows the company is already acquiring leads. Its basic website/Google presence is established, so qualify what happens when a paid call or form is missed.",Current Google profile matched,5,321,https://maps.google.com/?cid=3993175692697339496&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.google.com/maps/search/?api=1&query=GoGo%20Garage%20Door%20Service%20LLC%20Arizona,Basic website checks pass,https://gogogarageservice.com/,,https://www.angi.com/companylist/us/az/phoenix/garage-doors.htm,2026-07-22,phone-4807797774,Exact normalized business-name match,,,
33,33,Existing cockpit record · enriched in place,Jorge's Plumbing LLC,plumber,Yuma,AZ,'+19283236418,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 6 recent quote requests,Lead recovery,"Angi shows the company is already acquiring leads. Its basic website/Google presence is established, so qualify what happens when a paid call or form is missed.",Current Google profile matched,4.9,271,https://www.google.com/maps/search/?api=1&query=Jorge's%20Plumbing%20LLC&query_place_id=ChIJDTxb4V5f1oARSpxsdIbCWtw,https://www.google.com/maps/search/?api=1&query=JORGE'S%20PLUMBING%20LLC%20Arizona,Website listed · not audited,https://www.jorgesplumbing.com/,,https://www.angi.com/companylist/us/az/yuma/plumbing.htm,2026-07-22,place-ChIJDTxb4V5f1oARSpxsdIbCWtw,Exact phone/place/domain/name + service-area match,,,
34,34,Existing cockpit record · enriched in place,West Plumbing LLC,plumber,Chandler,AZ,'+16028202531,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 11 hrs · 2 recent quote requests,Lead recovery,"Angi shows the company is already acquiring leads. Its basic website/Google presence is established, so qualify what happens when a paid call or form is missed.",Current Google profile matched,4.8,247,https://www.google.com/maps/search/?api=1&query=West%20Plumbing%20LLC&query_place_id=ChIJVVVVVUEHK4cR7Y45OnL-U2k,https://www.google.com/maps/search/?api=1&query=West%20Plumbing%2C%20LLC%20Arizona,Website listed · not audited,https://www.westplumbingllc.com/,,https://www.angi.com/companylist/us/az/casa-grande/plumbing.htm,2026-07-22,place-ChIJVVVVVUEHK4cR7Y45OnL-U2k,Exact normalized business-name match,,,
35,35,Existing cockpit record · enriched in place,Expert Garage Door Service,Garage door service,Scottsdale,AZ,(602) 888-3639,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 10 recent quote requests,Lead recovery,"Angi shows the company is already acquiring leads. Its basic website/Google presence is established, so qualify what happens when a paid call or form is missed.",Current Google profile matched,5,212,https://maps.google.com/?cid=4628554263373915874&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.google.com/maps/search/?api=1&query=EXPERT%20GARAGE%20DOOR%20SERVICE%20LLC%20Arizona,Basic website checks pass,https://expertgaragerepair.com/,,https://www.angi.com/companylist/us/az/phoenix/garage-doors.htm,2026-07-22,phone-6028883639,Exact normalized business-name match,,,
36,36,Existing cockpit record · enriched in place,Campbell's A/C,hvac contractor,Flagstaff,AZ,'+19283263709,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 2 days · 22 recent quote requests,Lead recovery,"Angi shows the company is already acquiring leads. Its basic website/Google presence is established, so qualify what happens when a paid call or form is missed.",Current Google profile matched,4.8,190,https://www.google.com/maps/search/?api=1&query=Campbell's%20A%2FC&query_place_id=ChIJoYTFcO6RxKcRBfLjT2famoA,https://www.google.com/maps/search/?api=1&query=Campbell's%20A%2FC%2C%20LLC%20Arizona,Website listed · not audited,https://campbellsheatingandcooling.com/,,https://www.angi.com/companylist/us/az/flagstaff/hvac.htm,2026-07-22,place-ChIJoYTFcO6RxKcRBfLjT2famoA,Exact normalized business-name match,,,
37,37,Existing cockpit record · enriched in place,Aqua Spa and Pool Llc,Pool service,Scottsdale,AZ,(480) 515-9150,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),,Lead recovery,"Angi shows the company is already acquiring leads. Its basic website/Google presence is established, so qualify what happens when a paid call or form is missed.",Current Google profile matched,4.8,176,https://maps.google.com/?cid=8209279246287010967&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.google.com/maps/search/?api=1&query=Aqua%20Spa%20and%20Pool%2C%20LLC%20Arizona,Basic website checks pass,http://azaquaspa.com/,,https://www.angi.com/companylist/us/az/phoenix/pool-and-spa-service.htm,2026-07-22,phone-4805159150,Exact normalized business-name match,,,
38,38,Existing cockpit record · enriched in place,American Plumbing and Rooter,plumber,Chandler,AZ,'+14808885213,,Yelp,Confirmed paid,Yelp: Sponsored result (Confirmed paid),Yelp · response 10 mins,Lead recovery,"Yelp shows the company is already acquiring leads. Its basic website/Google presence is established, so qualify what happens when a paid call or form is missed.",Current Google profile matched,4.9,151,https://www.google.com/maps/search/?api=1&query=American%20Plumbing%20and%20Rooter&query_place_id=ChIJi4LUWimoK4cRnqNZvQMV7us,https://www.google.com/maps/search/?api=1&query=American%20Plumbing%20and%20Rooter&query_place_id=ChIJi4LUWimoK4cRnqNZvQMV7us,Website listed · not audited,https://americanplumbingaz.com/,https://www.yelp.com/biz/american-plumbing-and-rooter-chandler,https://www.yelp.com/search?find_desc=Plumbers&find_loc=Phoenix%2C%20AZ,2026-07-21,place-ChIJi4LUWimoK4cRnqNZvQMV7us,Exact phone/place/domain/name + service-area match,,,
39,39,Existing cockpit record · enriched in place,Sandy Bottom Pool Service & Repair,pool service,Phoenix,AZ,'+16233498210,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 1 day · rate 93% · 5 recent quote requests,Lead recovery,"Angi shows the company is already acquiring leads. Its basic website/Google presence is established, so qualify what happens when a paid call or form is missed.",Current Google profile matched,4.9,70,https://www.google.com/maps/search/?api=1&query=Sandy%20Bottom%20Pool%20Service%20%26%20Repair&query_place_id=ChIJERKIncGHfCIRw1gv3mVjfMQ,https://www.google.com/maps/search/?api=1&query=Sandy%20Bottom%20Pools%20LLC%20Arizona,Basic website checks pass,https://www.sandybottompools.com/,,https://www.angi.com/companylist/us/az/phoenix/pool-and-spa-service.htm,2026-07-22,place-ChIJERKIncGHfCIRw1gv3mVjfMQ,Reviewed cross-platform identity match,,,
40,40,Existing cockpit record · enriched in place,"All Terrain Landscape Creations, Inc.",landscaper,Tucson,AZ,'+15207216631,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 1 recent quote requests,Lead recovery,"Angi shows the company is already acquiring leads. Its basic website/Google presence is established, so qualify what happens when a paid call or form is missed.",Current Google profile matched,4.3,68,https://www.google.com/maps/search/?api=1&query=All%20Terrain%20Landscape%20Creations%2C%20Inc.&query_place_id=ChIJZ32dK-Vx1oYRWkGl6HFCCTY,https://www.google.com/maps/search/?api=1&query=All%20Terrain%20Landscape%20Creations%20Inc%20Arizona,Website listed · not audited,https://www.allterraintucson.com/,,https://www.angi.com/companylist/us/az/tucson/landscaping.htm,2026-07-22,place-ChIJZ32dK-Vx1oYRWkGl6HFCCTY,Exact phone/place/domain/name + service-area match,,,
41,41,Existing cockpit record · enriched in place,Goettl Air Conditioning and Plumbing - Phoenix AZ,HVAC contractor,Phoenix,AZ,'+1 602-517-0039,enriquem@arsawardsandgifts.com,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid) | Angi: Approved advertiser badge (Confirmed paid),Angi · 287 recent quote requests | Angi · 60 recent quote requests,Lead recovery,"Angi shows paid lead activity and this signal was joined to an existing cockpit contact. The direct Google profile link still needs a recheck, so lead with missed paid calls rather than a Google claim.",Google rating in lead data · profile link needs recheck,4.7,14206,,https://www.google.com/maps/search/?api=1&query=Goettl%20Air%20Conditioning%20%26%20Plumbing%20Arizona,Website listed · not live-audited,https://www.goettl.com/location/phoenix-arizona/,,https://www.angi.com/companylist/us/az/casa-grande/hvac.htm | https://www.angi.com/companylist/us/az/casa-grande/plumbing.htm,2026-07-22,phone-6025170039,Reviewed cross-platform identity match,,,
42,42,Existing cockpit record · enriched in place,A1 Garage Door Service,Garage door supplier,Phoenix,AZ,'+1 602-563-6467,acronenberg@a1garage.com,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 18 recent quote requests,Lead recovery,"Angi shows paid lead activity and this signal was joined to an existing cockpit contact. The direct Google profile link still needs a recheck, so lead with missed paid calls rather than a Google claim.",Google rating in lead data · profile link needs recheck,4.8,13120,,https://www.google.com/maps/search/?api=1&query=A1%20Garage%20Door%20Service%2C%20LLC%20Arizona,Website listed · not live-audited,https://a1garage.com/arizona-garage-door-repair-installation-near-you/,,https://www.angi.com/companylist/us/az/tucson/garage-doors.htm,2026-07-22,phone-6025636467,Exact normalized business-name match,,,
43,43,Existing cockpit record · enriched in place,George Brazil Plumbing & Electrical,Plumber,Phoenix,AZ,'+1 602-529-3749,dgonzalezcsr@att.net,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 4 days · 10 recent quote requests,Lead recovery,"Angi shows paid lead activity and this signal was joined to an existing cockpit contact. The direct Google profile link still needs a recheck, so lead with missed paid calls rather than a Google claim.",Google rating in lead data · profile link needs recheck,4.7,3049,,https://www.google.com/maps/search/?api=1&query=George%20Brazil%20Electric%20Arizona,Website listed · not live-audited,https://georgebrazilplumbingelectrical.com/,,https://www.angi.com/companylist/us/az/casa-grande/electrical.htm,2026-07-22,phone-6025293749,Reviewed cross-platform identity match,,,
44,44,Existing cockpit record · enriched in place,Jacuzzi Bath Remodel of Arizona,Bathroom remodeler,Phoenix,AZ,'+1 928-460-8115,astevens@azbaths.com,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid) | Angi: Approved advertiser badge (Confirmed paid),Angi · 51 recent quote requests | Angi · 48 recent quote requests,Lead recovery,"Angi shows paid lead activity and this signal was joined to an existing cockpit contact. The direct Google profile link still needs a recheck, so lead with missed paid calls rather than a Google claim.",Google rating in lead data · profile link needs recheck,4.6,1605,,https://www.google.com/maps/search/?api=1&query=Jacuzzi%20Bath%20Remodel%20Arizona%20Arizona,Website listed · not live-audited,https://azbaths.com/,,https://www.angi.com/companylist/us/az/tucson/kitchen-and-bath-remodeling.htm | https://www.angi.com/companylist/us/az/sierra-vista/plumbing.htm,2026-07-22,phone-9284608115,Reviewed cross-platform identity match,,,
45,45,Existing cockpit record · enriched in place,Mr. Electric of Phoenix Metro,Electrician,Phoenix,AZ,'+1 480-582-1249,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid) | Angi: Approved advertiser badge (Confirmed paid),Angi · 1 recent quote requests | Angi · 1 recent quote requests,Lead recovery,"Angi shows paid lead activity and this signal was joined to an existing cockpit contact. The direct Google profile link still needs a recheck, so lead with missed paid calls rather than a Google claim.",Google rating in lead data · profile link needs recheck,4.9,1265,,https://www.google.com/maps/search/?api=1&query=Mr.%20Electric%20of%20Phoenix%20Metro%20Arizona,Website listed · not live-audited,https://mrelectric.com/phoenix-metro/?cid=LSTL_MRE000196,,https://www.angi.com/companylist/us/az/phoenix/electrical.htm | https://www.angi.com/companylist/us/az/casa-grande/electrical.htm,2026-07-22,phone-4805821249,Exact phone/place/domain/name + service-area match,,,
46,46,Existing cockpit record · enriched in place,All About Roofing LLC,Roofing contractor,Surprise,AZ,'+1 602-500-0652,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid) | Angi: Approved advertiser badge (Confirmed paid),Angi · response 9 hrs · 40 recent quote requests | Angi · response 9 hrs · 40 recent quote requests,Lead recovery,"Angi shows paid lead activity and this signal was joined to an existing cockpit contact. The direct Google profile link still needs a recheck, so lead with missed paid calls rather than a Google claim.",Google rating in lead data · profile link needs recheck,4.8,1027,,https://www.google.com/maps/search/?api=1&query=All%20About%20Roofing%2C%20LLC%20Arizona,Website listed · not live-audited,https://allaboutroofing.com/,,https://www.angi.com/companylist/us/az/phoenix/roofing.htm | https://www.angi.com/companylist/us/az/prescott/roofing.htm,2026-07-22,phone-6025000652,Exact normalized business-name match,,,
47,47,Existing cockpit record · enriched in place,Turn It On Electric,Electrician,Phoenix,AZ,'+1 602-313-3460,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid) | Angi: Approved advertiser badge (Confirmed paid),Angi · 26 recent quote requests | Angi · 26 recent quote requests,Lead recovery,"Angi shows paid lead activity and this signal was joined to an existing cockpit contact. The direct Google profile link still needs a recheck, so lead with missed paid calls rather than a Google claim.",Google rating in lead data · profile link needs recheck,4.6,480,,https://www.google.com/maps/search/?api=1&query=Turn%20It%20On%20Electric%20Arizona,Website listed · not live-audited,https://turnitonelectric.com/,,https://www.angi.com/companylist/us/az/phoenix/electrical.htm | https://www.angi.com/companylist/us/az/casa-grande/electrical.htm,2026-07-22,phone-6023133460,Exact phone/place/domain/name + service-area match,,,
48,48,Existing cockpit record · enriched in place,Bolt Electric,Electrician,Chandler,AZ,'+1 602-566-9503,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 4 recent quote requests,Lead recovery,"Angi shows paid lead activity and this signal was joined to an existing cockpit contact. The direct Google profile link still needs a recheck, so lead with missed paid calls rather than a Google claim.",Google rating in lead data · profile link needs recheck,4.9,435,,https://www.google.com/maps/search/?api=1&query=Bolt%20Electric%20Arizona,Website listed · not live-audited,http://www.boltelectricaz.com/,,https://www.angi.com/companylist/us/az/phoenix/electrical.htm,2026-07-22,phone-6025669503,Exact normalized business-name match,,,
49,49,Existing cockpit record · enriched in place,Frontline Consultants & Contracting LLC Roofing,Roofing contractor,Peoria,AZ,'+1 928-252-6055,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 1 day · 3 recent quote requests,Lead recovery,"Angi shows paid lead activity and this signal was joined to an existing cockpit contact. The direct Google profile link still needs a recheck, so lead with missed paid calls rather than a Google claim.",Google rating in lead data · profile link needs recheck,4.6,236,,https://www.google.com/maps/search/?api=1&query=Frontline%20Consultants%20and%20Contracting%2C%20LLC%20Arizona,Website listed · not live-audited,https://www.frontlineconsultantsllc.com/,,https://www.angi.com/companylist/us/az/prescott/roofing.htm,2026-07-22,phone-9282526055,Reviewed cross-platform identity match,,,
50,50,Existing cockpit record · enriched in place,Pink Plumbing and Sewer,Plumber,Phoenix,AZ,'+1 602-562-5290,pinkplumbingandsewer@gmail.com,Yelp,Confirmed paid,Yelp: Sponsored result (Confirmed paid),Yelp · response 20 mins,Lead recovery,"Yelp shows paid lead activity and this signal was joined to an existing cockpit contact. The direct Google profile link still needs a recheck, so lead with missed paid calls rather than a Google claim.",Google rating in lead data · profile link needs recheck,4.9,205,,https://www.google.com/search?q=Pink%20Plumbing%20and%20Sewer%20Phoenix%20AZ%20%2B1%20602-562-5290,Website listed · not live-audited,http://www.pinkplumbingandsewer.com/,https://www.yelp.com/biz/pink-plumbing-and-sewer-phoenix-7,https://www.yelp.com/search?find_desc=Plumbers&find_loc=Phoenix%2C%20AZ,2026-07-21,phone-6025625290,Exact phone/place/domain/name + service-area match,,,
51,51,Existing cockpit record · enriched in place,Sun Devil Heating and Cooling,Air conditioning contractor,Phoenix,AZ,'+1 602-466-1932,jason@sundevilaz.com,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 68 recent quote requests,Lead recovery,"Angi shows paid lead activity and this signal was joined to an existing cockpit contact. The direct Google profile link still needs a recheck, so lead with missed paid calls rather than a Google claim.",Google rating in lead data · profile link needs recheck,4.8,200,,https://www.google.com/maps/search/?api=1&query=Sun%20Devil%20Heating%20and%20Cooling%2C%20Inc%20Arizona,Website linked on Angi profile · live state not audited,http://www.sundevilaz.com/,https://www.angi.com/companylist/us/az/peoria/sun-devil-heating-and-cooling%2C-inc-reviews-9033414.htm,https://www.angi.com/companylist/us/az/phoenix/hvac.htm,2026-07-22,phone-6024661932,Exact phone/place/domain/name + service-area match,,,
52,52,Existing cockpit record · enriched in place,Spencer 4 Hire Roofing LLC,Roofing contractor,Phoenix,AZ,'+1 480-446-7663,brandons@spencer4hireroofing.com,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid) | Angi: Approved advertiser badge (Confirmed paid),Angi · 4 recent quote requests | Angi · 4 recent quote requests,Lead recovery,"Angi shows paid lead activity and this signal was joined to an existing cockpit contact. The direct Google profile link still needs a recheck, so lead with missed paid calls rather than a Google claim.",Google rating in lead data · profile link needs recheck,5,189,,https://www.google.com/maps/search/?api=1&query=Spencer%204%20Hire%20Roofing%20LLC%20Arizona,Website listed · not live-audited,https://spencer4hireroofing.com/,,https://www.angi.com/companylist/us/az/phoenix/roofing.htm | https://www.angi.com/companylist/us/az/casa-grande/roofing.htm,2026-07-22,phone-4804467663,Exact phone/place/domain/name + service-area match,,,
53,53,Existing cockpit record · enriched in place,Rich Electrical Services LLC,Electrician,Phoenix,AZ,'+1 623-760-5882,srichardson2@rocketmail.com,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 12 hrs,Lead recovery,"Angi shows paid lead activity and this signal was joined to an existing cockpit contact. The direct Google profile link still needs a recheck, so lead with missed paid calls rather than a Google claim.",Google rating in lead data · profile link needs recheck,4.9,183,,https://www.google.com/maps/search/?api=1&query=Rich%20Electrical%20Services%2C%20LLC%20Arizona,Website listed · not live-audited,https://richelectricalservices.com/,,https://www.angi.com/companylist/us/az/prescott/electrical.htm,2026-07-22,phone-6237605882,Exact normalized business-name match,,,
54,54,Existing cockpit record · enriched in place,Static Sun Electric & Solar,Electrician,Chandler,AZ,'+1 602-739-7498,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 1 day · 7 recent quote requests,Lead recovery,"Angi shows paid lead activity and this signal was joined to an existing cockpit contact. The direct Google profile link still needs a recheck, so lead with missed paid calls rather than a Google claim.",Google rating in lead data · profile link needs recheck,5,179,,https://www.google.com/maps/search/?api=1&query=Static%20Sun%20Electric%20and%20Solar%2C%20LLC%20Arizona,Website listed · not live-audited,https://www.staticsunelectric.com/,,https://www.angi.com/companylist/us/az/flagstaff/electrical.htm,2026-07-22,phone-6027397498,Exact normalized business-name match,,,
55,55,Existing cockpit record · enriched in place,Al's Plumbing LLC,Plumber,Buckeye,AZ,'+1 623-329-5170,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid) | Angi: Approved advertiser badge (Confirmed paid),Angi · 156 recent quote requests | Angi · 156 recent quote requests,Lead recovery,"Angi shows paid lead activity and this signal was joined to an existing cockpit contact. The direct Google profile link still needs a recheck, so lead with missed paid calls rather than a Google claim.",Google rating in lead data · profile link needs recheck,4.7,99,,https://www.google.com/maps/search/?api=1&query=Al's%20Plumbing%20LLC%20Arizona,Website linked on Angi profile · live state not audited,http://www.alsplumbingllc.com/,https://www.angi.com/companylist/us/az/goodyear/al%27s-plumbing-llc-reviews-2355521.htm,https://www.angi.com/companylist/us/az/phoenix/plumbing.htm | https://www.angi.com/companylist/us/az/casa-grande/plumbing.htm,2026-07-22,phone-6233295170,Exact phone/place/domain/name + service-area match,,,
56,56,Existing cockpit record · enriched in place,Legacy Roofing,Roofing contractor,Anthem,AZ,'+1 623-209-6696,toby.e@legacyroofingnow.com,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid) | Angi: Approved advertiser badge (Confirmed paid),Angi · 45 recent quote requests | Angi · 42 recent quote requests,Lead recovery,"Angi shows paid lead activity and this signal was joined to an existing cockpit contact. The direct Google profile link still needs a recheck, so lead with missed paid calls rather than a Google claim.",Google rating in lead data · profile link needs recheck,4.9,93,,https://www.google.com/maps/search/?api=1&query=Legacy%20Roofing%20--%20Prescott%20Arizona,Website listed · not live-audited,https://legacyroofingnow.com/anthem/,,https://www.angi.com/companylist/us/az/flagstaff/roofing.htm | https://www.angi.com/companylist/us/az/prescott/roofing.htm,2026-07-22,phone-6232096696,Reviewed cross-platform identity match,,,
57,57,Existing cockpit record · enriched in place,Erie Home Roofing,Roofing contractor,Phoenix,AZ,'+1 480-712-5013,sue@signaturemortgage.net,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 31 recent quote requests,Lead recovery,"Angi shows paid lead activity and this signal was joined to an existing cockpit contact. The direct Google profile link still needs a recheck, so lead with missed paid calls rather than a Google claim.",Google rating in lead data · profile link needs recheck,4.2,74,,https://www.google.com/maps/search/?api=1&query=Erie%20Home%20Arizona,Website listed · not live-audited,https://eriehome.com/locations/roofing/phoenix-az/,,https://www.angi.com/companylist/us/az/lake-havasu-city/roofing.htm,2026-07-22,phone-4807125013,Reviewed cross-platform identity match,,,
58,58,Existing cockpit record · enriched in place,Cobra Rooter & Plumbing,Plumber,Phoenix,AZ,'+1 480-897-9211,eben@eyebytes.com,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),,Lead recovery,"Angi shows paid lead activity and this signal was joined to an existing cockpit contact. The direct Google profile link still needs a recheck, so lead with missed paid calls rather than a Google claim.",Google rating in lead data · profile link needs recheck,4.6,55,,https://www.google.com/maps/search/?api=1&query=Cobra%20Rooter%20%26%20Plumbing%20Service%20Arizona,Website linked on Angi profile · live state not audited,http://cobrarooter.com/,https://www.angi.com/companylist/us/az/phoenix/cobra-rooter-and-plumbing-service-reviews-328521.htm,https://www.angi.com/companylist/us/az/phoenix/plumbing.htm,2026-07-22,phone-4808979211,Reviewed cross-platform identity match,,,
59,59,Existing cockpit record · enriched in place,Top Notch Roofing LLC,Roofing contractor,Phoenix,AZ,'+1 602-516-9419,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 10 hrs · 2 recent quote requests,Lead recovery,"Angi shows paid lead activity and this signal was joined to an existing cockpit contact. The direct Google profile link still needs a recheck, so lead with missed paid calls rather than a Google claim.",Google rating in lead data · profile link needs recheck,4.1,49,,https://www.google.com/maps/search/?api=1&query=Top%20Notch%20Roofing%20%26%20Home%20Improvements%20LLC%20Arizona,Website listed · not live-audited,http://www.topnotchroofing.webflow.io/,,https://www.angi.com/companylist/us/az/phoenix/roofing.htm,2026-07-22,phone-6025169419,Reviewed cross-platform identity match,,,
60,60,Existing cockpit record · enriched in place,Lawrence Electric Diversified Services,Electrician,Casa Grande,AZ,'+1 623-341-1817,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 8 hrs · 4 recent quote requests,Lead recovery,"Angi shows paid lead activity and this signal was joined to an existing cockpit contact. The direct Google profile link still needs a recheck, so lead with missed paid calls rather than a Google claim.",Google rating in lead data · profile link needs recheck,5,48,,https://www.google.com/maps/search/?api=1&query=Lawrence%20Electric%20Diversified%20Services%2C%20LLC%20Arizona,No website in source · manual check required,,,https://www.angi.com/companylist/us/az/casa-grande/electrical.htm,2026-07-22,phone-6233411817,Exact normalized business-name match,,,
61,61,Existing cockpit record · enriched in place,AZ Grand Roofing & Painting,Roofing contractor,Phoenix,AZ,'+1 480-326-3155,info@azroofingandpainting.com,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 3 recent quote requests,Lead recovery,"Angi shows paid lead activity and this signal was joined to an existing cockpit contact. The direct Google profile link still needs a recheck, so lead with missed paid calls rather than a Google claim.",Google rating in lead data · profile link needs recheck,4.9,37,,https://www.google.com/maps/search/?api=1&query=AZ%20Grand%20roofing%20and%20painting%20Arizona,Website listed · not live-audited,https://azroofingandpainting.com/,,https://www.angi.com/companylist/us/az/phoenix/painting.htm,2026-07-22,phone-4803263155,Exact normalized business-name match,,,
62,62,Existing cockpit record · enriched in place,Arizona Painting Company,Painter,Cave Creek,AZ,'+1 480-359-3822,joe@arizonapaintingcompany.com,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid) | Angi: Approved advertiser badge (Confirmed paid),Angi · 5 recent quote requests | Angi · response 9 hrs · rate 100% · 5 recent quote requests,Lead recovery,"Angi shows paid lead activity and this signal was joined to an existing cockpit contact. The direct Google profile link still needs a recheck, so lead with missed paid calls rather than a Google claim.",Google rating in lead data · profile link needs recheck,5,30,,https://www.google.com/maps/search/?api=1&query=Arizona%20Painting%20Company%20Arizona,Website listed · not live-audited,https://arizonapaintingcompany.com/,,https://www.angi.com/companylist/us/az/phoenix/painting.htm | https://www.angi.com/companylist/us/az/tucson/painting.htm,2026-07-22,phone-4803593822,Exact normalized business-name match,,,
63,63,Existing cockpit record · enriched in place,Drainiology,Plumber,Phoenix,AZ,'+1 480-256-9226,info@drainiology.com,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 8 hrs · 30 recent quote requests,Lead recovery,"Angi shows paid lead activity and this signal was joined to an existing cockpit contact. The direct Google profile link still needs a recheck, so lead with missed paid calls rather than a Google claim.",Google rating in lead data · profile link needs recheck,5,29,,https://www.google.com/maps/search/?api=1&query=Drainiology%20Arizona,Website listed · not live-audited,https://www.drainiology.com/,,https://www.angi.com/companylist/us/az/casa-grande/plumbing.htm,2026-07-22,phone-4802569226,Exact normalized business-name match,,,
64,64,Existing cockpit record · enriched in place,R and R Painting Arizona LLC,Painting,Phoenix,AZ,'+1 602-540-7531,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 2 recent quote requests,Lead recovery,"Angi shows paid lead activity and this signal was joined to an existing cockpit contact. The direct Google profile link still needs a recheck, so lead with missed paid calls rather than a Google claim.",Google rating in lead data · profile link needs recheck,4.9,27,,https://www.google.com/maps/search/?api=1&query=R%20and%20R%20Painting%20AZ%20Arizona,Website listed · not live-audited,https://randrpaintingaz.com/,,https://www.angi.com/companylist/us/az/phoenix/painting.htm,2026-07-22,phone-6025407531,Reviewed cross-platform identity match,,,
65,65,Existing cockpit record · enriched in place,Denix Construction LLC,General contractor,Phoenix,AZ,'+1 602-674-5900,denixconstruction@gmail.com,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 3 recent quote requests,Lead recovery,"Angi shows paid lead activity and this signal was joined to an existing cockpit contact. The direct Google profile link still needs a recheck, so lead with missed paid calls rather than a Google claim.",Google rating in lead data · profile link needs recheck,4.5,22,,https://www.google.com/maps/search/?api=1&query=Denix%20Construction%20LLC%20Arizona,Website listed · not live-audited,https://www.denixconstruction.com/,,https://www.angi.com/companylist/us/az/phoenix/contractor.htm,2026-07-22,phone-6026745900,Exact normalized business-name match,,,
