lead_id,priority_score,normalized_need_score,qualification,qualification_reason,confidence_score,review_opportunity_score,profile_gap_score,website_opportunity_score,business_value_score,reachability_score,business_name,niche,google_primary_category,category_fit,category_assessment,phone,phone_e164,line_type,carrier_name,cell_status,phone_queue,potential_owner_name,owner_source_url,owner_confidence,contact_window_estimate,city,market_city,state,street,postal_code,google_rating,google_reviews,google_rank_in_source_query,source_query_result_count,source_query_median_reviews,review_gap_summary,website,website_domain,website_opportunity,website_audited,website_audit_status,website_final_url,website_http_status,website_has_mobile_viewport,website_uses_wordpress,entry_offer,core_offer,website_offer,public_demand_proxy,profile_claimed_signal,profile_gaps,generic_listing_risk,likely_chain_or_franchise,google_maps_url,primary_place_id,source_query,scraped_at,legacy_priority_rank,duplicate_listing_count,alternate_business_names,alternate_place_ids,alternate_phones,overall_rank,call_ready_rank,call_queue_rank
phone:+14807869284,60,57,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,15,4,13,13,10,AC Macias Landscaping LLC,landscaper,Landscaper,Yes,Target service category,(480) 786-9284,+14807869284,mobile,AT&T Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Mesa,Mesa,Arizona,3915 Aspen Ave,85206,5,25,2,7,27,25 reviews vs 27 median in this Google result set,https://www.acmaciaslandscapingllc.com/,acmaciaslandscapingllc.com,Technical issues found,Yes,Needs technical review,https://www.acmaciaslandscapingllc.com/,202,No,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible,No,No,https://www.google.com/maps/search/?api=1&query=AC%20Macias%20Landscaping%20LLC&query_place_id=ChIJdwySIlivK4cRH1BmwMQ5Y4s,ChIJdwySIlivK4cRH1BmwMQ5Y4s,landscaper Mesa AZ,2026-07-10T03:40:20.466Z,0,1,,,,51,51,27
phone:+16026426883,60,57,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,15,4,13,13,10,Az Empire Landscaping LLC.,landscaper,Landscape designer,Yes,Target service category,(602) 642-6883,+16026426883,mobile,AT&T Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Glendale,Glendale,Arizona,6225 W Corrine Dr,85304,5,64,1,7,64,64 reviews vs 64 median in this Google result set,https://www.facebook.com/share/1EhnfaHY38/?mibextid=LQQJ4d,facebook.com,Technical issues found,Yes,Needs technical review,https://www.facebook.com/azempirelandscapingllc?mibextid=LQQJ4d&rdid=vNhC2v5N1IkaYqWB&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2F1EhnfaHY38%2F%3Fmibextid%3DLQQJ4d,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible,No,No,https://www.google.com/maps/search/?api=1&query=Az%20Empire%20Landscaping%20LLC.&query_place_id=ChIJ68Y8VK1pK4cR4RlbDn7fm3Q,ChIJ68Y8VK1pK4cR4RlbDn7fm3Q,landscaper Glendale AZ,2026-07-10T03:39:41.490Z,0,1,,,,52,52,28
phone:+15208338982,60,55,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,24,4,2,15,10,HVAC Heating & Cooling LLC,hvac contractor,Air conditioning contractor,Yes,Target service category,(520) 833-8982,+15208338982,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Tucson,Tucson,Arizona,2150 W Canada St,85746,5,199,5,7,2219,199 reviews vs 2219 median in this Google result set,http://hvacheatingandcoolingllc.com/,hvacheatingandcoolingllc.com,Basic technical checks pass,Yes,Basic checks pass,https://hvacheatingandcoolingllc.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,description not visible,No,No,https://www.google.com/maps/search/?api=1&query=HVAC%20Heating%20%26%20Cooling%20LLC&query_place_id=ChIJl6C85xV51oYRyRxYNtR4Ssc,ChIJl6C85xV51oYRyRxYNtR4Ssc,HVAC contractor Tucson AZ,2026-07-10T03:40:14.717Z,0,1,,,,53,53,29
phone:+14803618458,60,55,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,22,6,2,15,10,Simply The Best Heating And Cooling,hvac contractor,HVAC contractor,Yes,Target service category,(480) 361-8458,+14803618458,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Gilbert,Gilbert,Arizona,1530 E Williams Field Rd #201,85295,4.5,208,7,7,501,208 reviews vs 501 median in this Google result set,https://www.simplythebestac.com/,simplythebestac.com,Basic technical checks pass,Yes,Basic checks pass,https://simplythebestac.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Simply%20The%20Best%20Heating%20And%20Cooling&query_place_id=ChIJuaYkBwOpK4cROWxlHD0y8sE,ChIJuaYkBwOpK4cROWxlHD0y8sE,HVAC contractor Gilbert AZ,2026-07-10T03:39:52.028Z,0,1,,,,54,54,30
phone:+14803866980,60,55,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,18,10,2,15,10,A/C Experts,hvac contractor,HVAC contractor,Yes,Target service category,(480) 386-6980,+14803866980,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Tempe,Tempe,Arizona,331 S River Dr #4,85288,4.7,263,4,7,449,263 reviews vs 449 median in this Google result set,http://acexpertsaz.com/,acexpertsaz.com,Basic technical checks pass,Yes,Basic checks pass,https://acexpertsaz.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=A%2FC%20Experts&query_place_id=ChIJ9wKO9G8JK4cRenRVmaAQCNI,ChIJ9wKO9G8JK4cRenRVmaAQCNI,HVAC contractor Tempe AZ,2026-07-10T03:39:43.511Z,0,1,,,,56,56,31
phone:+19285021522,59,54,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,21,6,2,15,10,Advanced Plumbing Solutions LLC,plumber,Plumber,Yes,Target service category,(928) 502-1522,+19285021522,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Yuma,Yuma,Arizona,3550 W 21st St,85364,5,96,2,7,265,96 reviews vs 265 median in this Google result set,http://www.advancedplumbingyuma.com/,advancedplumbingyuma.com,Basic technical checks pass,Yes,Basic checks pass,https://advancedplumbingyuma.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Advanced%20Plumbing%20Solutions%20LLC&query_place_id=ChIJZdduqVunEkYRpXXkHhMmz-w,ChIJZdduqVunEkYRpXXkHhMmz-w,plumber Yuma AZ,2026-07-10T03:38:46.674Z,0,1,,,,61,61,32
phone:+16026904648,59,56,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,9,10,13,13,9,Rockwell Landscape Maintenance,landscaper,Landscaper,Yes,Target service category,(602) 690-4648,+16026904648,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),,Glendale,Arizona,,,4.9,78,7,7,64,78 reviews vs 64 median in this Google result set,http://www.rockwelllandscapemaintenance.com/,rockwelllandscapemaintenance.com,Technical issues found,Yes,Needs technical review,http://www.rockwelllandscapemaintenance.com/,202,No,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,hours not visible; description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Rockwell%20Landscape%20Maintenance&query_place_id=ChIJJTXL91Gs9ksRcSOcSf3iVes,ChIJJTXL91Gs9ksRcSOcSf3iVes,landscaper Glendale AZ,2026-07-10T03:39:35.569Z,0,1,,,,62,62,33
phone:+14803495386,58,53,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,20,6,2,15,10,Alex & Bros Plumbing,plumber,Plumber,Yes,Target service category,(480) 349-5386,+14803495386,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Peoria,Peoria,Arizona,7162 W Rue De Lamour,85381,5,444,6,7,1531,444 reviews vs 1531 median in this Google result set,https://www.alexandbrosplumbing.com/,alexandbrosplumbing.com,Basic technical checks pass,Yes,Basic checks pass,https://www.alexandbrosplumbing.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Alex%20%26%20Bros%20Plumbing&query_place_id=ChIJPbONz8UwYaMRA2vcnh2INLY,ChIJPbONz8UwYaMRA2vcnh2INLY,plumber Peoria AZ,2026-07-10T03:38:20.822Z,0,1,,,,64,64,34
phone:+14802289239,58,55,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,5,6,20,13,9,Lion Landscaping AZ LLC,landscaper,Landscaper,Yes,Target service category,(480) 228-9239,+14802289239,mobile,AT&T Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Tempe,Tempe,Arizona,5235 S Kyrene Rd #206,85283,5,134,2,7,59,134 reviews vs 59 median in this Google result set,,,No website listed,Yes,No website,,,,,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Lion%20Landscaping%20AZ%20LLC&query_place_id=ChIJe_M0cZgHK4cRNb9GowQa3KQ,ChIJe_M0cZgHK4cRNb9GowQa3KQ,landscaper Tempe AZ,2026-07-10T03:40:10.194Z,0,1,,,,65,65,35
phone:+16025797612,57,52,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,21,4,2,15,10,Roadrunner Plumber,plumber,Plumber,Yes,Target service category,(602) 579-7612,+16025797612,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Surprise,Surprise,Arizona,17786 W Gambit Trail,85387,4.9,115,3,7,411,115 reviews vs 411 median in this Google result set,https://roadrunnerplumber.com/,roadrunnerplumber.com,Basic technical checks pass,Yes,Basic checks pass,https://roadrunnerplumber.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,description not visible,No,No,https://www.google.com/maps/search/?api=1&query=Roadrunner%20Plumber&query_place_id=ChIJEbeh_z9oK4cRF-zwusGZrMI,ChIJEbeh_z9oK4cRF-zwusGZrMI,plumber Surprise AZ,2026-07-10T03:38:49.499Z,0,1,,,,68,68,36
phone:+14805019155,56,53,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,19,8,2,13,9,Sal’s Landscape Construction,landscaper,Landscaper,Yes,Target service category,(480) 501-9155,+14805019155,mobile,AT&T Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),,Phoenix,Arizona,,,5,62,6,7,80,62 reviews vs 80 median in this Google result set,https://www.salslandscapeconstruction.com/,salslandscapeconstruction.com,Basic technical checks pass,Yes,Basic checks pass,https://www.salslandscapeconstruction.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,hours not visible; description not visible,No,No,https://www.google.com/maps/search/?api=1&query=Sal%E2%80%99s%20Landscape%20Construction&query_place_id=ChIJt1d0cqMRK4cR_rSnWJmZB_c,ChIJt1d0cqMRK4cR_rSnWJmZB_c,landscaper Phoenix AZ,2026-07-10T03:39:00.512Z,0,1,,,,78,78,37
phone:+19282879035,55,52,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,19,6,2,13,10,Arturo's Artistic Landscaping,landscaper,Landscaper,Yes,Target service category,(928) 287-9035,+19282879035,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Yuma,Yuma,Arizona,12426 S Renee Ave,85367,5,22,3,7,39,22 reviews vs 39 median in this Google result set,https://www.arturoartisticlandscaping.com/,arturoartisticlandscaping.com,Basic technical checks pass,Yes,Basic checks pass,https://arturoartisticlandscaping.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Arturo's%20Artistic%20Landscaping&query_place_id=ChIJ7a4-SpMLu0IRJ9mtcS76UE4,ChIJ7a4-SpMLu0IRJ9mtcS76UE4,landscaper Yuma AZ,2026-07-10T03:38:37.667Z,0,1,,,,79,79,38
phone:+14802898802,55,52,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,15,10,2,13,10,Alpha Landscape LLC,landscaper,Landscaper,Yes,Target service category,(480) 289-8802,+14802898802,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Mesa,Mesa,Arizona,145 E Main St,85201,4.9,27,6,7,27,27 reviews vs 27 median in this Google result set,https://alphalandscapellc.com/,alphalandscapellc.com,Basic technical checks pass,Yes,Basic checks pass,https://alphalandscapellc.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Alpha%20Landscape%20LLC&query_place_id=ChIJxzA98gynK4cRdDMVDLDhQE0,ChIJxzA98gynK4cRdDMVDLDhQE0,landscaper Mesa AZ,2026-07-10T03:40:21.298Z,0,1,,,,80,80,39
phone:+16232044512,55,52,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,19,6,2,13,10,2 Brothers Landscape LLC,landscaper,Landscaper,Yes,Target service category,(623) 204-4512,+16232044512,mobile,AT&T Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Peoria,Peoria,Arizona,7101 W Country Gables Dr,85381,4.9,32,3,7,59,32 reviews vs 59 median in this Google result set,http://2brotherslandscape2.com/,2brotherslandscape2.com,Basic technical checks pass,Yes,Basic checks pass,https://2brotherslandscape2.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=2%20Brothers%20Landscape%20LLC&query_place_id=ChIJ-4xcG4ZpK4cRcII4XrQoaF4,ChIJ-4xcG4ZpK4cRcII4XrQoaF4,landscaper Peoria AZ,2026-07-10T03:38:17.342Z,0,1,,,,81,81,40
phone:+16025252606,55,52,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,15,8,5,13,9,Core Landscape,landscaper,Landscaper,Yes,Target service category,(602) 525-2606,+16025252606,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),,Gilbert,Arizona,,,4.7,135,7,7,135,135 reviews vs 135 median in this Google result set,http://www.corelandscapeaz.com/,corelandscapeaz.com,Automated check blocked - manual review,Yes,Blocked from automated check,https://corelandscape.com/,403,No,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,hours not visible; description not visible,No,No,https://www.google.com/maps/search/?api=1&query=Core%20Landscape&query_place_id=ChIJdfNyl3SvK4cRlzjnRAFIN4k,ChIJdfNyl3SvK4cRlzjnRAFIN4k,landscaper Gilbert AZ,2026-07-10T03:39:36.694Z,0,1,,,,85,85,41
phone:+19283442632,54,49,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,18,4,2,15,10,Polar Cooling,hvac contractor,HVAC contractor,Yes,Target service category,(928) 344-2632,+19283442632,mobile,"Onvoy, LLC",CELL,Mobile verified,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Yuma,Yuma,Arizona,2734 E 14th St,85365,4.7,181,4,7,316,181 reviews vs 316 median in this Google result set,http://www.polarcooling.net/,polarcooling.net,Basic technical checks pass,Yes,Basic checks pass,https://polarcooling.net/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,description not visible,No,No,https://www.google.com/maps/search/?api=1&query=Polar%20Cooling&query_place_id=ChIJyQ_iTEv11oARvQ9ixDVk4IE,ChIJyQ_iTEv11oARvQ9ixDVk4IE,HVAC contractor Yuma AZ,2026-07-10T03:38:40.481Z,0,1,,,,87,87,42
phone:+19283900615,54,51,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,17,8,2,13,9,OSC One Stop Construction and Landscaping,landscaper,Landscape designer,Yes,Target service category,(928) 390-0615,+19283900615,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),,Yuma,Arizona,,,4.7,39,4,7,39,39 reviews vs 39 median in this Google result set,https://www.oscyuma.com/,oscyuma.com,Basic technical checks pass,Yes,Basic checks pass,https://oscyuma.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,hours not visible; description not visible,No,No,https://www.google.com/maps/search/?api=1&query=OSC%20One%20Stop%20Construction%20and%20Landscaping&query_place_id=ChIJxSwsKC7vAikRXs2-GXwbXNA,ChIJxSwsKC7vAikRXs2-GXwbXNA,landscaper Yuma AZ,2026-07-10T03:38:37.633Z,0,1,,,,92,92,43
phone:+16029319494,54,51,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,15,10,2,13,9,YardworkAZ,landscaper,Landscaper,Yes,Target service category,(602) 931-9494,+16029319494,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),,Chandler,Arizona,,,5,51,7,7,51,51 reviews vs 51 median in this Google result set,https://yardworkaz.com/,yardworkaz.com,Basic technical checks pass,Yes,Basic checks pass,https://yardworkaz.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,hours not visible; description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=YardworkAZ&query_place_id=ChIJX3kdRterK4cRHUW_HUq0cJs,ChIJX3kdRterK4cRHUW_HUq0cJs,landscaper Chandler AZ,2026-07-10T03:39:18.613Z,0,1,,,,93,93,44
phone:+14809539601,54,51,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,15,10,2,13,9,G.O.A.L Landscaping LLC,landscaper,Landscaper,Yes,Target service category,(480) 953-9601,+14809539601,mobile,"T-Mobile USA, Inc.",CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),,Peoria,Arizona,,,5,59,4,7,59,59 reviews vs 59 median in this Google result set,https://www.goallandscaping.com/,goallandscaping.com,Basic technical checks pass,Yes,Basic checks pass,https://goallandscaping.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,hours not visible; description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=G.O.A.L%20Landscaping%20LLC&query_place_id=ChIJfVRN2wHpfioRTTaDvWJRgvU,ChIJfVRN2wHpfioRTTaDvWJRgvU,landscaper Peoria AZ,2026-07-10T03:38:17.819Z,0,1,,,,94,94,45
phone:+14805704995,54,51,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,17,8,2,13,9,Landscape 20/20 LLC,landscaper,Landscaper,Yes,Target service category,(480) 570-4995,+14805704995,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),,Phoenix,Arizona,,,4.8,69,7,7,80,69 reviews vs 80 median in this Google result set,https://landscape2020.com/,landscape2020.com,Basic technical checks pass,Yes,Basic checks pass,https://landscape2020.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,hours not visible; description not visible,No,No,https://www.google.com/maps/search/?api=1&query=Landscape%2020%2F20%20LLC&query_place_id=ChIJaQuwPAVvK4cR765hHHTZkM4,ChIJaQuwPAVvK4cR765hHHTZkM4,landscaper Phoenix AZ,2026-07-10T03:38:57.051Z,0,1,,,,95,95,46
phone:+16023992332,53,50,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,17,6,2,13,10,"Reyes Lawn Service, Inc.",landscaper,Landscaper,Yes,Target service category,(602) 399-2332,+16023992332,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Glendale,Glendale,Arizona,13857 N 46th Ave,85306,4.8,62,6,7,64,62 reviews vs 64 median in this Google result set,https://reyeslawnservice.net/home,reyeslawnservice.net,Basic technical checks pass,Yes,Basic checks pass,https://reyeslawnservice.net/home,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Reyes%20Lawn%20Service%2C%20Inc.&query_place_id=ChIJme327qBpK4cR6C_vBqRaa8c,ChIJme327qBpK4cR6C_vBqRaa8c,landscaper Glendale AZ,2026-07-10T03:39:37.026Z,0,1,,,,97,97,47
phone:+19282596330,53,48,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,12,10,2,15,9,Blue Line Air Conditioning & Refrigeration,hvac contractor,HVAC contractor,Yes,Target service category,(928) 259-6330,+19282596330,mobile,T-Mobile USA,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),,Yuma,Arizona,,,5,269,2,7,316,269 reviews vs 316 median in this Google result set,http://www.azblueline.com/,azblueline.com,Basic technical checks pass,Yes,Basic checks pass,https://www.azblueline.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,hours not visible; description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Blue%20Line%20Air%20Conditioning%20%26%20Refrigeration&query_place_id=ChIJSwJcff9f1oARxZvxNEC4BX8,ChIJSwJcff9f1oARxZvxNEC4BX8,HVAC contractor Yuma AZ,2026-07-10T03:38:42.540Z,0,1,,,,109,109,48
phone:+16028595365,51,46,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,12,8,2,15,9,Top Notch Plumbing and Drain,plumber,Plumber,Yes,Target service category,(602) 859-5365,+16028595365,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),,Gilbert,Arizona,,,5,500,3,7,500,500 reviews vs 500 median in this Google result set,https://www.topnotchplumbinganddrain.com/,topnotchplumbinganddrain.com,Basic technical checks pass,Yes,Basic checks pass,https://www.topnotchplumbinganddrain.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Large lifetime review footprint,Likely claimed,hours not visible; description not visible,No,No,https://www.google.com/maps/search/?api=1&query=Top%20Notch%20Plumbing%20and%20Drain&query_place_id=ChIJ_Xvss-hTKocRRohlfeR9m-Q,ChIJ_Xvss-hTKocRRohlfeR9m-Q,plumber Gilbert AZ,2026-07-10T03:39:55.092Z,0,1,,,,121,121,49
phone:+16025500722,50,45,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,12,6,2,15,10,Total Care Heating & Cooling LLC,hvac contractor,HVAC contractor,Yes,Target service category,(602) 550-0722,+16025500722,mobile,Verizon Wireless,CELL,Mobile verified,Sammy Sayegh,https://totalcareheatingandcoolingaz.com/about-us/,Explicit website text,Tue-Thu 9:00-11:00 AM (estimate),Peoria,Peoria,Arizona,8617 W Salter Dr,85382,5,206,6,7,206,206 reviews vs 206 median in this Google result set,http://totalcareheatingandcoolingaz.com/,totalcareheatingandcoolingaz.com,Basic technical checks pass,Yes,Basic checks pass,https://totalcareheatingandcoolingaz.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Total%20Care%20Heating%20%26%20Cooling%20LLC&query_place_id=ChIJlzvGJ1FdK4cRuDKmZ2uYPE4,ChIJlzvGJ1FdK4cRuDKmZ2uYPE4,HVAC contractor Peoria AZ,2026-07-10T03:39:39.367Z,0,1,,,,124,124,50
phone:+19282208108,50,45,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,14,4,2,15,10,Quick Refrigeration,hvac contractor,Air conditioning contractor,Yes,Target service category,(928) 220-8108,+19282208108,mobile,"Onvoy, LLC",CELL,Mobile verified,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Yuma,Yuma,Arizona,190 W 10th St,85364,4.6,316,3,7,316,316 reviews vs 316 median in this Google result set,https://getcoolquick.com/,getcoolquick.com,Basic technical checks pass,Yes,Basic checks pass,https://getcoolquick.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,description not visible,No,No,https://www.google.com/maps/search/?api=1&query=Quick%20Refrigeration&query_place_id=ChIJzdzpAHX21oAR0HHP88s1svA,ChIJzdzpAHX21oAR0HHP88s1svA,HVAC contractor Yuma AZ,2026-07-10T03:38:41.905Z,0,1,,,,126,126,51
phone:+16027807100,50,45,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,12,6,2,15,10,AC Repair Near Me,hvac contractor,HVAC contractor,Yes,Target service category,(602) 780-7100,+16027807100,mobile,Onvoy,CELL,Mobile verified,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Chandler,Chandler,Arizona,77 W Chicago St Unit 4,85225,5,935,7,7,988,935 reviews vs 988 median in this Google result set,https://acrepairnearme.services/,acrepairnearme.services,Basic technical checks pass,Yes,Basic checks pass,https://acrepairnearme.services/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Large lifetime review footprint,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=AC%20Repair%20Near%20Me&query_place_id=ChIJFQUTNbQrWm4RHN-lTVdtN4k,ChIJFQUTNbQrWm4RHN-lTVdtN4k,HVAC contractor Chandler AZ,2026-07-10T03:39:51.697Z,0,1,,,,127,127,52
