lead_id,priority_score,normalized_need_score,qualification,qualification_reason,confidence_score,review_opportunity_score,profile_gap_score,website_opportunity_score,business_value_score,reachability_score,business_name,niche,google_primary_category,category_fit,category_assessment,phone,phone_e164,line_type,carrier_name,cell_status,phone_queue,potential_owner_name,owner_source_url,owner_confidence,contact_window_estimate,city,market_city,state,street,postal_code,google_rating,google_reviews,google_rank_in_source_query,source_query_result_count,source_query_median_reviews,review_gap_summary,website,website_domain,website_opportunity,website_audited,website_audit_status,website_final_url,website_http_status,website_has_mobile_viewport,website_uses_wordpress,entry_offer,core_offer,website_offer,public_demand_proxy,profile_claimed_signal,profile_gaps,generic_listing_risk,likely_chain_or_franchise,google_maps_url,primary_place_id,source_query,scraped_at,legacy_priority_rank,duplicate_listing_count,alternate_business_names,alternate_place_ids,alternate_phones,overall_rank,call_ready_rank,call_queue_rank
phone:+19289759476,75,75,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,28,4,18,10,10,Mon Ami Cleaning Services LLC,house cleaning,Cleaners,Yes,Target service category,(928) 975-9476,+19289759476,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Yuma,Yuma,Arizona,10320 Typhoon Ave,85365,5,6,6,10,26.5,6 reviews vs 27 median in this Google result set,https://monamicleaningservicesllc.com/,monamicleaningservicesllc.com,Unreachable in technical check,Yes,Unreachable,,,,,14-day review capture trial; $97/mo if retained,$399-$599/mo GBP/local visibility,"$1,500-$3,500 WordPress build",Now: Usually not too busy,Likely claimed,description not visible,No,No,https://www.google.com/maps/search/?api=1&query=Mon%20Ami%20Cleaning%20Services%20LLC&query_place_id=ChIJCc72F2ph1oARebgclN5FS34,ChIJCc72F2ph1oARebgclN5FS34,house cleaning Yuma AZ,2026-07-08T07:27:03.914Z,200,1,,,,33,33,27
phone:+19286006882,75,70,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,21,12,13,15,9,Steller's Irrigation and Landscaping AZ ROC 343873,irrigation repair,Landscaper,Yes,Target service category,(928) 600-6882,+19286006882,mobile,T-Mobile USA,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),,Flagstaff,Arizona,,,4.8,30,3,3,48,30 reviews vs 48 median in this Google result set,http://stellersirrigation.com/,stellersirrigation.com,Technical issues found,Yes,Needs technical review,https://www.stellersirrigation.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,hours not visible; description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Steller's%20Irrigation%20and%20Landscaping%20AZ%20ROC%20343873&query_place_id=ChIJaW6AwDibLYcRiAZ-PDD-9M8,ChIJaW6AwDibLYcRiAZ-PDD-9M8,irrigation repair Flagstaff AZ,2026-07-08T07:26:56.363Z,100,1,,,,35,35,28
phone:+15208852003,74,74,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,28,8,13,10,10,Lynch Bros tile and grout cleaning,tile and grout cleaning,Floor refinishing service,Yes,Target service category,(520) 885-2003,+15208852003,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 10:00 AM-2:00 PM (estimate),Tucson,Tucson,Arizona,"Tucson, AZ 85710",85710,5,10,5,9,48,10 reviews vs 48 median in this Google result set,http://dirtytilepro.com/,dirtytilepro.com,Technical issues found,Yes,Needs technical review,https://dirtytilepro.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$399-$599/mo GBP/local visibility,"$1,500-$3,500 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Lynch%20Bros%20tile%20and%20grout%20cleaning&query_place_id=ChIJn4S8ZoNv1oYRK_fh5ewq2f4,ChIJn4S8ZoNv1oYRK_fh5ewq2f4,tile and grout cleaning Tucson AZ,2026-07-08T07:28:23.668Z,67,1,,,,36,36,29
phone:+16023908844,74,74,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,28,8,13,10,10,A Copesetic Cleaner,carpet cleaning,Carpet cleaning service,Yes,Target service category,(602) 390-8844,+16023908844,mobile,"T-Mobile USA, Inc.",CELL,Mobile verified,,,Not found,Tue-Thu 10:00 AM-2:00 PM (estimate),Mesa,Mesa,Arizona,239 S Wayfarer,85204,5,14,40,8,60,14 reviews vs 60 median in this Google result set,http://www.jimcope.com/,jimcope.com,Technical issues found,Yes,Needs technical review,https://www.facebook.com/azcopesetic,200,Yes,No,14-day review capture trial; $97/mo if retained,$399-$599/mo GBP/local visibility,"$1,500-$3,500 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=A%20Copesetic%20Cleaner&query_place_id=ChIJUR5waUCmK4cRYz6L00sGE_U,ChIJUR5waUCmK4cRYz6L00sGE_U,tile and grout cleaning Mesa AZ,2026-07-08T07:28:41.915Z,69,1,,,,37,37,30
phone:+14802009955,74,71,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,25,8,13,13,10,APPLIANCE 911 Repair Service,appliance repair,Appliance repair service,Yes,Target service category,(480) 200-9955,+14802009955,mobile,T-Mobile USA,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Chandler,Chandler,Arizona,4952 W Ivanhoe Ct,85226,4.7,20,4,10,52,20 reviews vs 52 median in this Google result set,https://www.facebook.com/Appliance-911-397916027220478/,facebook.com,Technical issues found,Yes,Needs technical review,https://www.facebook.com/people/Appliance-911/100063738663049/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=APPLIANCE%20911%20Repair%20Service&query_place_id=ChIJBdpAU0upK4cRDyidU7ejlqY,ChIJBdpAU0upK4cRDyidU7ejlqY,appliance repair Chandler AZ,2026-07-08T07:23:19.993Z,90,1,,,,38,38,31
phone:+16024139306,74,69,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,21,10,13,15,10,AAA Pool Services,pool service,Pool cleaning service,Yes,Target service category,(602) 413-9306,+16024139306,mobile,"T-Mobile USA, Inc.",CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Phoenix,Phoenix,Arizona,428 E Thunderbird Rd,85022,4.8,44,3,10,87,44 reviews vs 87 median in this Google result set,http://3apools.com/,3apools.com,Technical issues found,Yes,Needs technical review,http://3apools.com/,202,No,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=AAA%20Pool%20Services&query_place_id=ChIJ53UGMMBzK4cRlECQZsQkCAA,ChIJ53UGMMBzK4cRlECQZsQkCAA,pool service Phoenix AZ,2026-07-08T07:27:24.694Z,107,1,,,,39,39,32
phone:+14802516729,74,69,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,25,6,13,15,10,Can You Fix My Pool LLC Heaters Pumps Filters Repair/Install/Service,pool service,Swimming pool repair service,Yes,Target service category,(480) 251-6729,+14802516729,mobile,"T-Mobile USA, Inc.",CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Mesa,Mesa,Arizona,2747 E University Dr #9246,85213,4.8,47,7,9,123,47 reviews vs 123 median in this Google result set,http://www.poolservicemesaaz.com/,poolservicemesaaz.com,Technical issues found,Yes,Needs technical review,http://www.poolservicemesaaz.com/,200,No,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Can%20You%20Fix%20My%20Pool%20LLC%20Heaters%20Pumps%20Filters%20Repair%2FInstall%2FService&query_place_id=ChIJS6I4AM-oK4cR0Uv47Zw6--w,ChIJS6I4AM-oK4cR0Uv47Zw6--w,pool service Mesa AZ,2026-07-08T07:27:45.992Z,109,1,,,,40,40,33
phone:+16023006765,74,69,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,19,6,20,15,9,Pristine Pool Service and Repair LLC,pool service,Pool cleaning service,Yes,Target service category,(602) 300-6765,+16023006765,mobile,"T-Mobile USA, Inc.",CELL,Mobile verified,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Phoenix,Phoenix,Arizona,1800 E Deer Valley Dr,85024,5,47,9,10,87,47 reviews vs 87 median in this Google result set,,,No website listed,Yes,No website,,,,,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Now: Usually not too busy,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Pristine%20Pool%20Service%20and%20Repair%20LLC&query_place_id=ChIJIypV4dOWSyoRE1gGByybVUg,ChIJIypV4dOWSyoRE1gGByybVUg,pool service Phoenix AZ,2026-07-08T07:27:23.416Z,60,1,,,,41,41,34
phone:+19289198477,73,73,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,26,10,13,10,9,Shelly's Cleaning Service,house cleaning,House cleaning service,Yes,Target service category,(928) 919-8477,+19289198477,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 10:00 AM-2:00 PM (estimate),,Yuma,Arizona,,,4.6,9,7,10,26.5,9 reviews vs 27 median in this Google result set,https://www.shellyscleaningservices.com/,shellyscleaningservices.com,Technical issues found,Yes,Needs technical review,https://www.shellyscleaningservices.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$399-$599/mo GBP/local visibility,"$1,500-$3,500 WordPress build",Not established,Likely claimed,hours not visible; description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Shelly's%20Cleaning%20Service&query_place_id=ChIJIbgD84X31oARkQlR3AIZdLg,ChIJIbgD84X31oARkQlR3AIZdLg,house cleaning Yuma AZ,2026-07-08T07:27:05.657Z,202,1,,,,42,42,35
phone:+19288533987,73,68,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,19,12,13,15,9,NAZ Precision Pest,pest control,Pest control service,Yes,Target service category,(928) 853-3987,+19288533987,mobile,AT&T Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),,Flagstaff,Arizona,,,5,69,10,10,102,69 reviews vs 102 median in this Google result set,https://nazprecisionpest.com/,nazprecisionpest.com,Technical issues found,Yes,Needs technical review,https://www.nazprecisionpest.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,hours not visible; description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=NAZ%20Precision%20Pest&query_place_id=ChIJt3CKycabLYcRujZcd2AzEj4,ChIJt3CKycabLYcRujZcd2AzEj4,pest control Flagstaff AZ,2026-07-08T07:26:55.571Z,323,1,,,,43,43,36
phone:+14802285743,73,68,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,21,10,13,15,9,Arizona Pool Service,pool service,Pool cleaning service,Yes,Target service category,(480) 228-5743,+14802285743,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),,Flagstaff,Arizona,,,4.7,72,4,10,101,72 reviews vs 101 median in this Google result set,http://www.arizonapoolservice.com/,arizonapoolservice.com,Technical issues found,Yes,Needs technical review,https://www.arizonapoolservice.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,hours not visible; description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Arizona%20Pool%20Service&query_place_id=ChIJHY60zm1NKocRSN6p_hBEVok,ChIJHY60zm1NKocRSN6p_hBEVok,pool service Flagstaff AZ,2026-07-08T07:27:01.903Z,118,1,,,,44,44,37
phone:+19285022545,73,68,Call ready,Callable local service business with a measurable review/profile/website opportunity,90,12,14,20,15,8,ProLine Irrigation LLC,irrigation repair,Irrigation equipment supplier,Yes,Target service category,(928) 502-2545,+19285022545,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),,Yuma,Arizona,,,5,9,1,9,8,9 reviews vs 8 median in this Google result set,,,No website listed,Yes,No website,,,,,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,hours not visible; description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=ProLine%20Irrigation%20LLC&query_place_id=ChIJ__hsSaEd1IsRsMy8EluV2vg,ChIJ__hsSaEd1IsRsMy8EluV2vg,irrigation repair Yuma AZ,2026-07-08T07:27:11.509Z,18,1,,,,45,45,38
phone:+19287502560,73,73,Call ready,Callable local service business with a measurable review/profile/website opportunity,90,21,10,20,10,8,AquaSafe Carpet and Tile Cleaning,tile and grout cleaning,Carpet cleaning service,Yes,Target service category,(928) 750-2560,+19287502560,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 10:00 AM-2:00 PM (estimate),Yuma,Yuma,Arizona,1827 S 2nd Ave,85364,4.8,20,3,10,37.5,20 reviews vs 38 median in this Google result set,,,No website listed,Yes,No website,,,,,14-day review capture trial; $97/mo if retained,$399-$599/mo GBP/local visibility,"$1,500-$3,500 WordPress build",Not established,Likely claimed,hours not visible; description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=AquaSafe%20Carpet%20and%20Tile%20Cleaning&query_place_id=ChIJ2TwipQf21oARTP9fp33XJ5k,ChIJ2TwipQf21oARTP9fp33XJ5k,tile and grout cleaning Yuma AZ,2026-07-08T07:27:13.191Z,78,1,,,,46,46,39
phone:+19283990097,72,67,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,30,10,2,15,10,Pool Medic Llc,pool service,Swimming pool repair service,Yes,Target service category,(928) 399-0097,+19283990097,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Camp Verde,Camp Verde,Arizona,1520 Rio Verde Ln,86322,4.6,11,6,10,101,11 reviews vs 101 median in this Google result set,http://poolmedic.com/,poolmedic.com,Basic technical checks pass,Yes,Basic checks pass,https://poolmedic.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Pool%20Medic%20Llc&query_place_id=ChIJExUBT3X_LIcRk9paOgU2sLk,ChIJExUBT3X_LIcRk9paOgU2sLk,pool service Flagstaff AZ,2026-07-08T07:27:54.357Z,50,1,,,,48,48,40
phone:+16238242157,72,67,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,19,10,13,15,10,Hall Pool Services,pool service,Pool cleaning service,Yes,Target service category,(623) 824-2157,+16238242157,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Surprise,Surprise,Arizona,17912 W Villa Chula Ln,85387,4.9,28,8,9,55,28 reviews vs 55 median in this Google result set,http://hallpoolservices.com/,hallpoolservices.com,Technical issues found,Yes,Needs technical review,https://hallpoolservices.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Hall%20Pool%20Services&query_place_id=ChIJrwsIj2ZnK4cRvBG0waMH27s,ChIJrwsIj2ZnK4cRvBG0waMH27s,pool service Surprise AZ,2026-07-08T07:28:26.754Z,98,1,,,,49,49,41
phone:+19283661765,72,67,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,23,6,13,15,10,"Empire Pest Management, LLC",pest control,Pest control service,Yes,Target service category,(928) 366-1765,+19283661765,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Yuma,Yuma,Arizona,339 S May Ave,85364,4.9,74,4,10,232,74 reviews vs 232 median in this Google result set,http://empirepestyuma.com/,empirepestyuma.com,Technical issues found,Yes,Needs technical review,http://www.empirepestyuma.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Now: Usually a little busy,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Empire%20Pest%20Management%2C%20LLC&query_place_id=ChIJrRD1k_j21oARq7M5EbPhDJg,ChIJrRD1k_j21oARq7M5EbPhDJg,pest control Yuma AZ,2026-07-08T07:26:35.682Z,121,1,,,,50,50,42
phone:+16024347924,72,69,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,29,14,2,13,9,Loe's Appliance and AC,appliance repair,Appliance repair service,Yes,Target service category,(602) 434-7924,+16024347924,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),,Peoria,Arizona,,,4.7,24,1,10,200.5,24 reviews vs 201 median in this Google result set,https://loesapplianceandac.com/,loesapplianceandac.com,Basic technical checks pass,Yes,Basic checks pass,https://loesapplianceandac.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,hours not visible; description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Loe's%20Appliance%20and%20AC&query_place_id=ChIJV7vtC9lpK4cRPmvWW7GRbXU,ChIJV7vtC9lpK4cRPmvWW7GRbXU,appliance repair Peoria AZ,2026-07-08T07:26:16.058Z,283,1,,,,51,51,43
phone:+16236706982,71,71,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,23,10,13,10,10,Pristine Cleaning of Flagstaff,house cleaning,House cleaning service,Yes,Target service category,(623) 670-6982,+16236706982,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 10:00 AM-2:00 PM (estimate),Flagstaff,Flagstaff,Arizona,809 W Riordan Rd Ste 100-302,86001,4.9,28,7,10,57.5,28 reviews vs 58 median in this Google result set,https://pristinecleaningflagstaff.com/,pristinecleaningflagstaff.com,Technical issues found,Yes,Needs technical review,https://pristinecleaningflagstaff.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$399-$599/mo GBP/local visibility,"$1,500-$3,500 WordPress build",Not established,Likely claimed,description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Pristine%20Cleaning%20of%20Flagstaff&query_place_id=ChIJ_QtMp52PLYcR4yoUnPcJXiY,ChIJ_QtMp52PLYcR4yoUnPcJXiY,tile and grout cleaning Flagstaff AZ,2026-07-08T07:26:59.894Z,331,1,,,,52,52,44
phone:+15203827600,71,66,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,29,10,2,15,10,Northwest Pool Care,pool service,Pool cleaning service,Yes,Target service category,(520) 382-7600,+15203827600,mobile,"T-Mobile USA, Inc.",CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Tucson,Tucson,Arizona,7850 N Silverbell Rd #114-180,85743,4.7,29,8,9,209,29 reviews vs 209 median in this Google result set,http://www.northwestpoolcare.com/,northwestpoolcare.com,Basic technical checks pass,Yes,Basic checks pass,https://northwestpoolcare.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Northwest%20Pool%20Care&query_place_id=ChIJR3weKB_g1YYR7WfPjKMww-Q,ChIJR3weKB_g1YYR7WfPjKMww-Q,pool service Tucson AZ,2026-07-08T07:28:43.126Z,99,1,,,,53,53,45
phone:+14805289486,71,66,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,28,12,2,15,9,Arbor Tree Feeding Experts | Tree Trimming | Tree Cutting and Tree Health Services,pest control,Arborist service,Yes,Target service category,(480) 528-9486,+14805289486,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),,Phoenix,Arizona,,,5,1,30,20,1228,1 reviews vs 1228 median in this Google result set,https://lps.arbortreefeeding.com/scottsdale-tree-care-services/,lps.arbortreefeeding.com,Basic technical checks pass,Yes,Basic checks pass,https://lps.arbortreefeeding.com/scottsdale-tree-care-services/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,hours not visible; description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Arbor%20Tree%20Feeding%20Experts%20%7C%20Tree%20Trimming%20%7C%20Tree%20Cutting%20and%20Tree%20Health%20Services&query_place_id=ChIJl7saP8o5RaQRmo-L2gldxQU,ChIJl7saP8o5RaQRmo-L2gldxQU,pest control Phoenix AZ,2026-07-08T07:20:17.233Z,172,1,,,,55,55,46
phone:+19282943978,71,68,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,28,14,2,13,9,Wilfredo's Garage Door Service,garage door repair,Garage door supplier,Yes,Target service category,(928) 294-3978,+19282943978,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),,Yuma,Arizona,,,5,1,8,10,25.5,1 reviews vs 26 median in this Google result set,https://www.wilfredosgaragedoor.net/,wilfredosgaragedoor.net,Basic technical checks pass,Yes,Basic checks pass,https://www.wilfredosgaragedoor.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,hours not visible; description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Wilfredo's%20Garage%20Door%20Service&query_place_id=ChIJ0RqFuShZ1oARDJfMiUKUWOo,ChIJ0RqFuShZ1oARDJfMiUKUWOo,garage door repair Yuma AZ,2026-07-08T07:27:17.773Z,175,1,,,,56,56,47
phone:+14804081171,71,68,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,27,12,5,13,9,Arizona’s Finest Garage Doors,garage door repair,Garage door supplier,Yes,Target service category,(480) 408-1171,+14804081171,mobile,AT&T Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),,Glendale,Arizona,,,5,26,9,10,274,26 reviews vs 274 median in this Google result set,http://azfinestgaragedoors.com/,azfinestgaragedoors.com,Automated check blocked - manual review,Yes,Blocked from automated check,https://azfinestgaragedoors.com/,429,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,hours not visible; description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Arizona%E2%80%99s%20Finest%20Garage%20Doors&query_place_id=ChIJhzAC80hhKkkRBTy_2qs7l4E,ChIJhzAC80hhKkkRBTy_2qs7l4E,garage door repair Glendale AZ,2026-07-08T07:24:26.900Z,97,1,,,,58,58,48
phone:+16027411059,71,66,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,19,10,13,15,9,Preferred Choice Pest Control,pest control,Pest control service,Yes,Target service category,(602) 741-1059,+16027411059,mobile,Verizon Wireless,CELL,Mobile verified,Levi Becker,https://www.preferredchoicepestcontrol.com/about-us,Explicit website text,Tue-Thu 9:00-11:00 AM (estimate),,Surprise,Arizona,,,5,33,14,10,64,33 reviews vs 64 median in this Google result set,https://www.preferredchoicepestcontrol.com/,preferredchoicepestcontrol.com,Technical issues found,Yes,Needs technical review,https://www.preferredchoicepestcontrol.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,hours not visible; description not visible,No,No,https://www.google.com/maps/search/?api=1&query=Preferred%20Choice%20Pest%20Control&query_place_id=ChIJ411J7kv7OQoRk1whQUMili8,ChIJ411J7kv7OQoRk1whQUMili8,pest control Surprise AZ,2026-07-08T07:27:04.693Z,292,1,,,,59,59,49
phone:+17605054504,70,65,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,28,10,2,15,10,Foothills Pool Service,pool service,Pool cleaning service,Yes,Target service category,(760) 505-4504,+17605054504,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Yuma,Yuma,Arizona,10795 Kino Way,85367,5,1,6,10,43,1 reviews vs 43 median in this Google result set,https://www.foothillpools.com/,foothillpools.com,Basic technical checks pass,Yes,Basic checks pass,https://www.foothillpools.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Foothills%20Pool%20Service&query_place_id=ChIJF4V8WAFh1oARkMizQ2k9o0M,ChIJF4V8WAFh1oARkMizQ2k9o0M,pool service Yuma AZ,2026-07-08T07:26:38.686Z,173,1,,,,60,60,50
phone:+16236969100,70,65,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,28,10,2,15,10,A Splash Above Pool Care,pool service,Swimming pool repair service,Yes,Target service category,(623) 696-9100,+16236969100,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Surprise,Surprise,Arizona,16079 W Cameron Dr,85379,5,1,9,9,55,1 reviews vs 55 median in this Google result set,http://asplashabovepools.com/,asplashabovepools.com,Basic technical checks pass,Yes,Basic checks pass,https://asplashabovepools.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=A%20Splash%20Above%20Pool%20Care&query_place_id=ChIJ46JnuUxFK4cRuLNn6U2AGt4,ChIJ46JnuUxFK4cRuLNn6U2AGt4,pool service Surprise AZ,2026-07-08T07:28:19.478Z,38,1,,,,61,61,51
phone:+14802840411,70,65,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,19,8,13,15,10,Pool Vac Repair,pool service,Swimming pool repair service,Yes,Target service category,(480) 284-0411,+14802840411,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Tempe,Tempe,Arizona,1807 E La Vieve Ln,85284,5,39,9,10,74.5,39 reviews vs 75 median in this Google result set,http://poolvacrepair.co/,poolvacrepair.co,Technical issues found,Yes,Needs technical review,http://poolvacrepair.co/,200,No,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Pool%20Vac%20Repair&query_place_id=ChIJV07g9-MGK4cRvkM4DnTz9Ik,ChIJV07g9-MGK4cRvkM4DnTz9Ik,pool service Tempe AZ,2026-07-08T07:25:09.488Z,103,1,,,,65,65,52
